edge_id,length_m,speed_kmh,lanes,capacity_veh_hr,freeflow_min,is_highway,betweenness,avg_degree,svi_score,vulnerability,population,in_evac_zone,zone_tier,demand_V,vc_ratio,bpr_multiplier,pems_multiplier,congestion_multiplier,congested_time_min,label_source,pems_speed_event,pems_speed_baseline,pems_n_samples
62,286.5210952269881,40.0,2,2000,0.42978164284048215,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.4452602286496342,bpr,,,
63,434.55763088559866,40.0,2,2000,0.651836446328398,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.6753123358553308,bpr,,,
64,16.206930845739738,40.0,2,2000,0.024310396268609605,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.025185935186957095,bpr,,,
65,229.5666202676535,40.0,2,2000,0.34434993040148026,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.35675169309862076,bpr,,,
66,351.95753431061814,40.0,2,2000,0.5279363014659272,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.546949927292286,bpr,,,
67,202.4765608286856,40.0,2,2000,0.3037148412430284,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.3146531312095872,bpr,,,
68,402.47612972300215,40.0,2,2000,0.6037141945845033,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.6254569612213456,bpr,,,
69,1105.5188115377834,40.0,2,2000,1.658278217306675,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,1.718001107080159,bpr,,,
70,291.65573185221524,40.0,2,2000,0.43748359777832285,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.45323956949352634,bpr,,,
71,961.8605195347254,40.0,2,2000,1.4427907793020882,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,1.4947528890247912,bpr,,,
72,901.9148562105664,40.0,2,2000,1.3528722843158496,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,1.4015959794537052,bpr,,,
73,272.4937461509717,40.0,2,2000,0.4087406192264575,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.42346141257297765,bpr,,,
74,11.402160768679888,40.0,2,2000,0.01710324115301983,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.01771921438084775,bpr,,,
75,796.3019282062825,40.0,2,2000,1.1944528923094238,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,1.237471113065454,bpr,,,
76,18.103224237434297,40.0,2,2000,0.027154836356151443,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.028132817783869557,bpr,,,
77,802.0706974723955,40.0,2,2000,1.2031060462085934,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,1.2464359103011398,bpr,,,
78,13.254447275672154,40.0,2,2000,0.01988167091350823,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.020597709288786816,bpr,,,
